idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000924981094028151,0.102020697526736,4,0.1,0.25,0.8,,,,,14999,698,0,0,2.57029481544454e-08,0,0,,0,0,2,0
2,0.1,0.00244481837221353,0.0259923601176727,4,0.02,0.65,0.95,,,,,3000,698,0,0,3.04927833651412e-09,0,0,,0,0,2,0
3,0.1,0.00318165753420423,0.106431850684164,4,0.1,0.2,0.45,,,,,14999,698,0,0,9.47213114590588e-08,0,0,,0,0,2,0
4,0.1,0.0012734675079334,0.0528004390748114,4,0.05,0.4,0.2,,,,,7497,700,3,2e-05,2.28908664872888e-08,8e-10,0,,0,0,2,0
5,0.1,0.00231039815951251,0.0547811345875953,4,0.05,0.845,0.1,,,,,7431,766,69,0.00046,6.4591155142518e-08,4.232e-07,0,,0,0,2,0
6,0.1,0.00244346207838437,0.0453407495075136,4,0.04,0.35,0.55,,,,,6000,698,0,0,2.54679833413183e-08,0,0,,0,0,1,0
7,0.1,8.74805928509942,0.199988701049044,4,0.2,0.6,0.15,,,,,25544,4130,4456,0.0297066666666667,1.00001033281459,0.000882486044444444,0,,0,0,1,0
8,0.1,0.000979744416409755,0.102113057814305,4,0.1,0.85,0.85,,,,,14999,698,0,0,3.21147192385808e-08,0,0,,0,0,1,0
9,0.1,0.00128786603241454,0.102748141930174,4,0.1,0.15,0.3,,,,,14998,698,1,6.66666666666667e-06,3.8562708683004e-08,4.44444444444444e-11,0,,0,0,1,0
10,0.1,0.0038745124000236,0.20743789089695,4,0.2,0.45,0.75,,,,,29993,703,5,3.33333333333333e-05,2.13938295692894e-07,1.11111111111111e-09,0,,0,0,1,0
