idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,1254.42616130868,0.0518744125301133,4.5,0.1,0.6,0.15,,,,,14564,120,433,0.00288666666666667,1.00034534122865,1.66656888888889e-05,0,0,0,2,0
2,0.1,853.086077068033,0.114986392959489,4.5,0.1,0.75,0.4,,,,,14683,2,314,0.00209333333333333,0.999841907073169,8.76408888888889e-06,0,0,0,2,0
3,0.1,604.599921866192,0.172144803629831,4.5,0.1,0.55,0.3,,,,,14683,2,314,0.00209333333333333,0.998926637801209,8.76408888888889e-06,0,0,0,2,0
4,0.1,1231.64439063105,0.0597758545531325,4.5,0.1,0.8,0.25,,,,,14677,8,320,0.00213333333333333,1.00029397326117,9.10222222222222e-06,0,0,0,2,0
5,0.1,0.00323765530816539,0.104538829506758,4.5,0.1,0.65,0.5,,,,,14683,2,314,0.00209333333333333,3.31520769770204e-06,8.76408888888889e-06,0,0,0,2,0
6,0.1,814.599282229886,0.122093841810672,4.5,0.1,0.85,0.45,,,,,14684,1,313,0.00208666666666667,0.99975592869584,4.35417777777778e-06,0,0,0,1,0
7,0.1,977.05904516473,0.0560308466195361,4.5,0.1,0.7,0.1,,,,,13907,776,1091,0.00727333333333333,1.00040509581249,5.29013777777778e-05,0,0,0,1,0
8,0.1,1026.69398257255,0.0831842109234988,4.5,0.1,0.5,0.2,,,,,14660,26,339,0.00226,1.00014741808101,5.1076e-06,0,0,0,1,0
9,0.1,0.0029560743562916,0.110431011272936,4.5,0.1,0.9,0.35,,,,,14684,0,313,0.00208666666666667,1.61310382204605e-14,4.35417777777778e-06,0,0,0,1,0
10,0.1,0.00350761527471792,0.104677420026771,4.5,0.1,0.45,0.5,,,,,14681,3,315,0.0021,6.13476591410343e-06,4.41e-06,0,0,0,1,0
