idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00336311532049272,0.0458815449718189,0.5,0.01,0.95,0.06,,,,,1395,5443,105,0.0007,2.32515434554891e-05,9.8e-07,0,0,0,2,0
2,0.1,0.00334845046512949,0.0457352965610752,0.5,0.01,0.95,0.06,,,,,1364,5477,136,0.000906666666666667,2.31807329282007e-05,1.64408888888889e-06,0,0,0,2,0
3,0.1,0.00332971828731465,0.0455669969678603,0.5,0.01,0.95,0.06,,,,,1388,5449,112,0.000746666666666667,2.29616867702869e-05,1.11502222222222e-06,0,0,0,2,0
4,0.1,0.00338423170509987,0.0461136020185865,0.5,0.01,0.95,0.06,,,,,1363,5475,137,0.000913333333333333,2.32051215369327e-05,1.66835555555556e-06,0,0,0,2,0
5,0.1,0.00334992918743246,0.0457605828948915,0.5,0.01,0.95,0.06,,,,,1366,5468,134,0.000893333333333333,2.31150528597753e-05,1.59608888888889e-06,0,0,0,2,0
6,0.1,0.0024915828059226,0.0456340101630554,0.5,0.01,0.95,0.06,,,,,1354,5483,146,0.000973333333333333,6.14930656787133e-07,9.47377777777778e-07,0,0,0,1,0
7,0.1,0.0033349862227717,0.0456149654364911,0.5,0.01,0.95,0.06,,,,,1378,5462,122,0.000813333333333333,2.30189176687998e-05,6.61511111111111e-07,0,0,0,1,0
8,0.1,0.00334847684170545,0.0457460282133745,0.5,0.01,0.95,0.06,,,,,1361,5476,139,0.000926666666666667,2.31085016756355e-05,8.58711111111111e-07,0,0,0,1,0
9,0.1,0.00336780541989957,0.045938952885097,0.5,0.01,0.95,0.06,,,,,1355,5481,145,0.000966666666666667,2.32007258495332e-05,9.34444444444444e-07,0,0,0,1,0
10,0.1,0.00337257027313856,0.0459792795024347,0.5,0.01,0.95,0.06,,,,,1341,5499,159,0.00106,2.32732132187584e-05,1.1236e-06,0,0,0,1,0
