idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00336311532049272,0.0458815449718189,0.5,0.01,0.95,0.06,,,,,1360,5500,140,0.000933333333333333,2.32515434554891e-05,1.74222222222222e-06,0,0,0,2,0
2,0.1,0.00334845046512949,0.0457352965610752,0.5,0.01,0.95,0.06,,,,,1386,5471,114,0.00076,2.31807329282007e-05,1.1552e-06,0,0,0,2,0
3,0.1,0.00332971828731465,0.0455669969678603,0.5,0.01,0.95,0.06,,,,,1382,5481,118,0.000786666666666667,2.29616867702869e-05,1.23768888888889e-06,0,0,0,2,0
4,0.1,0.00338423170509987,0.0461136020185865,0.5,0.01,0.95,0.06,,,,,1369,5488,131,0.000873333333333333,2.32051215369327e-05,1.52542222222222e-06,0,0,0,2,0
5,0.1,0.00334992918743246,0.0457605828948915,0.5,0.01,0.95,0.06,,,,,1390,5473,110,0.000733333333333333,2.31150528597753e-05,1.07555555555556e-06,0,0,0,2,0
6,0.1,0.0024915828059226,0.0456340101630554,0.5,0.01,0.95,0.06,,,,,1372,5487,128,0.000853333333333333,6.14930656787133e-07,7.28177777777778e-07,0,0,0,1,0
7,0.1,0.0033349862227717,0.0456149654364911,0.5,0.01,0.95,0.06,,,,,1377,5482,123,0.00082,2.30189176687998e-05,6.724e-07,0,0,0,1,0
8,0.1,0.00334847684170545,0.0457460282133745,0.5,0.01,0.95,0.06,,,,,1358,5499,142,0.000946666666666667,2.31085016756355e-05,8.96177777777778e-07,0,0,0,1,0
9,0.1,0.00336780541989957,0.045938952885097,0.5,0.01,0.95,0.06,,,,,1383,5473,117,0.00078,2.32007258495332e-05,6.084e-07,0,0,0,1,0
10,0.1,0.00337257027313856,0.0459792795024347,0.5,0.01,0.95,0.06,,,,,1377,5484,123,0.00082,2.32732132187584e-05,6.724e-07,0,0,0,1,0
