idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,667.5833923082,0.133453746722869,2.5,0.1,0.6,0.15,,,,,13637,1047,1361,0.00907333333333333,0.999749472826938,0.000164650755555556,0,0,0,2,0
2,0.1,1.40299610473977e-05,0.100049655757826,2.5,0.1,0.75,0.4,,,,,14515,170,484,0.00322666666666667,2.06339562145519e-08,2.08227555555556e-05,0,0,0,2,0
3,0.1,1.83709248484416e-06,0.100002203913111,2.5,0.1,0.55,0.3,,,,,14384,301,615,0.0041,0.00248278893482025,3.362e-05,0,0,0,2,0
4,0.1,775.059750920293,0.00652789292140555,2.5,0.1,0.8,0.25,,,,,14273,412,726,0.00484,1.00060318120276,4.68512e-05,0,0,0,2,0
5,0.1,0.000439668058264215,0.101190816011634,2.5,0.1,0.65,0.5,,,,,14521,164,478,0.00318666666666667,1.31428658967825e-06,2.03096888888889e-05,0,0,0,2,0
6,0.1,9.73063960483474e-05,0.10171752438617,2.5,0.1,0.85,0.45,,,,,14540,145,459,0.00306,4.69924470642835e-39,9.3636e-06,0,0,0,1,0
7,0.1,2.08806450596031e-05,0.124933397311632,2.5,0.1,0.7,0.1,,,,,12557,2126,2442,0.01628,0,0.0002650384,0,0,0,1,0
8,0.1,1.02677738664237e-05,0.100040829110419,2.5,0.1,0.5,0.2,,,,,14066,620,934,0.00622666666666667,2.31892331425077e-09,3.87713777777778e-05,0,0,0,1,0
9,0.1,0.00181257710391518,0.104290913452769,2.5,0.1,0.9,0.35,,,,,14463,221,536,0.00357333333333333,7.23558674829967e-06,1.27687111111111e-05,0,0,0,1,0
10,0.1,0.00397936862073663,0.107530644244904,2.5,0.1,0.45,0.5,,,,,14446,238,552,0.00368,7.77424282083222e-05,1.35424e-05,0,0,0,1,0
