idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00406794394394596,0.0458452006317855,0.9,0.01,0.95,0.06,,,,,1485,5353,15,0.0001,1.29326347208407e-07,2e-08,0,0,0,2,0
2,0.1,0.00406553584957164,0.0458949151717468,0.9,0.01,0.95,0.06,,,,,1475,5366,25,0.000166666666666667,1.25327885479504e-07,5.55555555555556e-08,0,0,0,2,0
3,0.1,0.00404244669509981,0.0459187326949786,0.9,0.01,0.95,0.06,,,,,1486,5351,14,9.33333333333333e-05,1.13245287703432e-07,1.74222222222222e-08,0,0,0,2,0
4,0.1,0.00402600822626318,0.0456645870733049,0.9,0.01,0.95,0.06,,,,,1480,5358,20,0.000133333333333333,1.18852051885869e-07,3.55555555555556e-08,0,0,0,2,0
5,0.1,0.00406321666387397,0.0458054338336175,0.9,0.01,0.95,0.06,,,,,1481,5353,19,0.000126666666666667,1.29218213314191e-07,3.20888888888889e-08,0,0,0,2,0
6,0.1,0.00405209392291875,0.0457178107317275,0.9,0.01,0.95,0.06,,,,,1477,5360,23,0.000153333333333333,1.28623109116641e-07,2.35111111111111e-08,0,0,0,1,0
7,0.1,0.00403526101652149,0.0455615618743752,0.9,0.01,0.95,0.06,,,,,1485,5355,15,0.0001,1.29075590150629e-07,1e-08,0,0,0,1,0
8,0.1,0.00354204577379205,0.0459091860930081,0.9,0.01,0.95,0.06,,,,,1484,5353,16,0.000106666666666667,1.18805596673043e-08,1.13777777777778e-08,0,0,0,1,0
9,0.1,0.00398639429257519,0.0452117686628467,0.9,0.01,0.95,0.06,,,,,1477,5359,23,0.000153333333333333,1.24448176042925e-07,2.35111111111111e-08,0,0,0,1,0
10,0.1,0.00413528541164817,0.0464420628472978,0.9,0.01,0.95,0.06,,,,,1473,5367,27,0.00018,1.29130911486235e-07,3.24e-08,0,0,0,1,0
