idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,0.00063738614505516,11,0.85836081469816,0.2326,26,1.80839736725655e-05,1.82386082320943e-05,0.000168943498144199,,,,,,0.0909090909090909,,,,,,0,8.62645932586125e-09,0.0446765247057197
2,0.000424830895451985,11,0.708114097977095,0.191885902022905,21,1.48728711879701e-05,1.47788286907611e-05,0.000171370563874105,,,,,,0.0909090909090909,,,,,,0,1.08021071887337e-08,0.0751974603170689
3,0.000184861071344214,11,0.668774425867256,0.181225574132744,14,1.00157820211671e-05,1.00924393345615e-05,0.000178756430254874,,,,,,0.0909090909090909,,,,,,0,1.74228773676298e-08,0.0948869154436826
4,0.00017624657814897,11,0.629434753757418,0.170565246242582,13,9.79393756869449e-06,9.24195271753245e-06,0.000179313247687236,,,,,,0.0909090909090909,,,,,,0,1.79220145116304e-08,0.0943298068453162
5,0.000504467911585939,11,0.590095081647579,0.159904918352421,23,1.6153809435539e-05,1.61636870221393e-05,0.00017026998378047,,,,,,0.0909090909090909,,,,,,0,9.81553533815165e-09,0.0704875936294971
6,0.000731994789465637,11,0.55075540953774,0.14924459046226,28,1.93355025361835e-05,1.96351579171394e-05,0.000168238824294489,,,,,,0.0909090909090909,,,,,,0,7.99478209674773e-09,0.0301251544135361
7,0.00100249336340774,11,0.511415737427902,0.138584262572098,32,2.25265396819912e-05,2.21509561116352e-05,0.000166839329802414,,,,,,0.0909090909090909,,,,,,0,6.74026015971565e-09,0.0728306406864997
8,0.000186386168205523,11,0.472076065318063,0.127923934681937,14,1.0054570907844e-05,1.00763343230849e-05,0.000178662656725963,,,,,,0.0909090909090909,,,,,,0,1.73388177662532e-08,0.0494961422401844
9,0.00816637466966345,11,0.432736393208224,0.117263606791775,93,6.317987687085e-05,6.37742260379397e-05,0.000161820089576968,,,,,,0.0909090909090909,,,,,,0,2.24095915802569e-09,0.0960794702468304
10,0.00466508496435031,11,0.393396721098386,0.106603278901614,70,4.78987930132051e-05,4.80571334151178e-05,0.000162658299023653,,,,,,0.0909090909090909,,,,,,0,2.99233913461524e-09,0.0431349878928592
