idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,137.864496576571,0.0294248934429793,4,0.1,0.6,0.15,,,,,14525,177,472,0.00314666666666667,1.00410372909813,1.98030222222222e-05,0,0,0,2,0
2,0.1,76.57124039705,0.0900842222386162,4,0.1,0.75,0.4,,,,,14694,8,303,0.00202,1.0010365161389,8.1608e-06,0,0,0,2,0
3,0.1,0.00144730338707816,0.101947104496689,4,0.1,0.55,0.3,,,,,14695,9,304,0.00202666666666667,2.11755959102631e-05,8.21475555555556e-06,0,0,0,2,0
4,0.1,127.653698327921,0.0333132342488277,4,0.1,0.8,0.25,,,,,14681,23,319,0.00212666666666667,1.0041879748482,9.04542222222222e-06,0,0,0,2,0
5,0.1,0.000234262310670069,0.100368333423396,4,0.1,0.65,0.5,,,,,14701,2,296,0.00197333333333333,3.44531452951941e-06,7.78808888888889e-06,0,0,0,2,0
6,0.1,31.1738432581367,0.277018545824124,4,0.1,0.85,0.45,,,,,14701,2,297,0.00198,0.955588923108578,3.9204e-06,0,0,0,1,0
7,0.1,85.3739478331309,0.0477227118216593,4,0.1,0.7,0.1,,,,,13736,965,1263,0.00842,1.00491068231357,7.08964e-05,0,0,0,1,0
8,0.1,97.9879557294856,0.0506630631250252,4,0.1,0.5,0.2,,,,,14641,62,358,0.00238666666666667,1.00403612339073,5.69617777777778e-06,0,0,0,1,0
9,0.1,53.9297442205726,0.149041249798037,4,0.1,0.9,0.35,,,,,14699,4,299,0.00199333333333333,0.992751562421047,3.97337777777778e-06,0,0,0,1,0
10,0.1,7.98524688768143e-05,0.100154265413382,4,0.1,0.45,0.5,,,,,14697,5,300,0.002,1.94070840832361e-07,4e-06,0,0,0,1,0
