idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000180518684343032,0.0410999967272335,0.3,0.01,0.95,0.06,,,,,1151,5733,349,0.00232666666666667,1.28086910201294e-45,1.08267555555556e-05,0,0,0,2,0
2,0.1,1.82074259555054e-05,0.0402522260751688,0.3,0.01,0.95,0.06,,,,,1140,5745,360,0.0024,0,1.152e-05,0,0,0,2,0
3,0.1,0.000144080220525401,0.0496405425957965,0.3,0.01,0.95,0.06,,,,,1152,5731,348,0.00232,2.032286352815e-72,1.07648e-05,0,0,0,2,0
4,0.1,0.303325948936342,0.0580119225922398,0.3,0.01,0.95,0.06,,,,,1151,5731,349,0.00232666666666667,0.909399352060116,1.08267555555556e-05,0,0,0,2,0
5,0.1,1.73264646736436e-05,0.0481868199999617,0.3,0.01,0.95,0.06,,,,,1159,5725,341,0.00227333333333333,0,1.03360888888889e-05,0,0,0,2,0
6,0.1,0.00369022996170722,0.0365460066218791,0.3,0.01,0.95,0.06,,,,,1149,5735,351,0.00234,0.0133511219412491,5.4756e-06,0,0,0,1,0
7,0.1,0.000121707309801202,0.0525918256027481,0.3,0.01,0.95,0.06,,,,,1143,5736,357,0.00238,6.46298052754183e-92,5.6644e-06,0,0,0,1,0
8,0.1,8.96450796301698e-05,0.0422328872600018,0.3,0.01,0.95,0.06,,,,,1142,5739,358,0.00238666666666667,2.02650611253168e-94,5.69617777777778e-06,0,0,0,1,0
9,0.1,0.00163582504845679,0.034249446757764,0.3,0.01,0.95,0.06,,,,,1147,5732,353,0.00235333333333333,0.000137156042366079,5.53817777777778e-06,0,0,0,1,0
10,0.1,7.39427091437104e-05,0.0551595853818971,0.3,0.01,0.95,0.06,,,,,1148,5736,352,0.00234666666666667,7.17867210735969e-160,5.50684444444444e-06,0,0,0,1,0
