idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000180518684343032,0.0410999967272335,0.3,0.01,0.95,0.06,,,,,1143,5737,357,0.00238,1.28086910201294e-45,1.13288e-05,0,0,0,2,0
2,0.1,1.82074259555054e-05,0.0402522260751688,0.3,0.01,0.95,0.06,,,,,1162,5718,338,0.00225333333333333,0,1.01550222222222e-05,0,0,0,2,0
3,0.1,0.000144080220525401,0.0496405425957965,0.3,0.01,0.95,0.06,,,,,1175,5705,325,0.00216666666666667,2.032286352815e-72,9.38888888888889e-06,0,0,0,2,0
4,0.1,0.303325948936342,0.0580119225922398,0.3,0.01,0.95,0.06,,,,,1171,5706,329,0.00219333333333333,0.909399352060116,9.62142222222222e-06,0,0,0,2,0
5,0.1,1.73264646736436e-05,0.0481868199999617,0.3,0.01,0.95,0.06,,,,,1146,5737,354,0.00236,0,1.11392e-05,0,0,0,2,0
6,0.1,0.00369022996170722,0.0365460066218791,0.3,0.01,0.95,0.06,,,,,1160,5718,340,0.00226666666666667,0.0133511219412491,5.13777777777778e-06,0,0,0,1,0
7,0.1,0.000121707309801202,0.0525918256027481,0.3,0.01,0.95,0.06,,,,,1157,5724,343,0.00228666666666667,6.46298052754183e-92,5.22884444444445e-06,0,0,0,1,0
8,0.1,8.96450796301698e-05,0.0422328872600018,0.3,0.01,0.95,0.06,,,,,1165,5715,335,0.00223333333333333,2.02650611253168e-94,4.98777777777778e-06,0,0,0,1,0
9,0.1,0.00163582504845679,0.034249446757764,0.3,0.01,0.95,0.06,,,,,1125,5752,375,0.0025,0.000137156042366079,6.25e-06,0,0,0,1,0
10,0.1,7.39427091437104e-05,0.0551595853818971,0.3,0.01,0.95,0.06,,,,,1134,5745,366,0.00244,7.17867210735969e-160,5.9536e-06,0,0,0,1,0
