idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,99584.5459864522,0.0869802753128632,2,0.2,0.65,0.3,,,,,22200,3425,7800,0.052,1.00000453965945,0.005408,0,,0,0,2,0
2,0.1,0.00216899709182566,0.0603729712399809,2,0.05,0.55,0.15,,,,,6476,3024,1024,0.00682666666666667,4.92212544020415e-09,9.32067555555556e-05,0,,0,0,2,0
3,0.1,0.00117253714416447,0.105533818513339,2,0.1,0.4,0.25,,,,,12338,4659,2662,0.0177466666666667,6.32914611409659e-09,0.000629888355555556,0,,0,0,2,0
4,0.1,17946.5977629875,0.114232071292066,2,0.25,0.6,0.1,,,,,18203,3357,19296,0.12864,1.00003026088504,0.0330964992,0,,0,0,2,0
5,0.1,0.0137877542374434,0.0736248433259542,2,0.01,0.8,0.4,,,,,1500,3348,0,0,9.63018841406362e-09,0,0,,0,0,2,0
6,0.1,0.0111934066678196,0.0690259206325455,2,0.02,0.7,0.3,,,,,2970,3374,30,0.0002,2.46233422601102e-08,4e-08,0,,0,0,1,0
7,0.1,11405.8442416897,0.197742152120932,2,0.25,0.8,0.2,,,,,23774,1996,13725,0.0915,1.00001832685968,0.00837225,0,,0,0,1,0
8,0.1,64936.9117294337,0.0880025703359721,2,0.2,0.95,0.35,,,,,23378,2243,6622,0.0441466666666667,1.00000689886926,0.00194892817777778,0,,0,0,1,0
9,0.1,0.014258289682663,0.0810803540584157,2,0.01,0.75,0.45,,,,,1500,3349,0,0,2.18690202629105e-09,0,0,,0,0,1,0
10,0.1,0.0180128182559142,0.0960057557686643,2,0.01,0.85,0.65,,,,,1500,3348,0,0,5.07576066201211e-09,0,0,,0,0,1,0
