idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00244667080304738,0.0458097070430455,0.2,0.01,0.95,0.06,,,,,945,5922,555,0.0037,0.00286714613978212,2.738e-05,0,0,0,2,0
2,0.1,0.0024454910345962,0.0457942474066335,0.2,0.01,0.95,0.06,,,,,893,5979,607,0.00404666666666667,0.00286629857292118,3.27510222222222e-05,0,0,0,2,0
3,0.1,0.00244599616030552,0.0458010201006091,0.2,0.01,0.95,0.06,,,,,914,5962,586,0.00390666666666667,0.00286658955256221,3.05240888888889e-05,0,0,0,2,0
4,0.1,0.0024461450272074,0.0458029211388324,0.2,0.01,0.95,0.06,,,,,917,5954,583,0.00388666666666667,0.00286671980496878,3.02123555555556e-05,0,0,0,2,0
5,0.1,0.00244555039409921,0.0457949590095484,0.2,0.01,0.95,0.06,,,,,948,5925,552,0.00368,0.00286637228729202,2.70848e-05,0,0,0,2,0
6,0.1,0.00244591998724283,0.0457999848405303,0.2,0.01,0.95,0.06,,,,,922,5955,578,0.00385333333333333,0.00286655221180678,1.48481777777778e-05,0,0,0,1,0
7,0.1,0.00244481757835195,0.045785667143532,0.2,0.01,0.95,0.06,,,,,953,5913,547,0.00364666666666667,0.00286569977263147,1.32981777777778e-05,0,0,0,1,0
8,0.1,0.00244593028127944,0.045800079846301,0.2,0.01,0.95,0.06,,,,,937,5936,563,0.00375333333333333,0.00286657830652694,1.40875111111111e-05,0,0,0,1,0
9,0.1,0.00244461345634403,0.0457829175520542,0.2,0.01,0.95,0.06,,,,,947,5928,553,0.00368666666666667,0.00286558807564725,1.35915111111111e-05,0,0,0,1,0
10,0.1,0.00244590016420129,0.0457997555336033,0.2,0.01,0.95,0.06,,,,,941,5931,559,0.00372666666666667,0.00286652369280204,1.38880444444444e-05,0,0,0,1,0
