idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,7.43253452561672e-06,0.0400077282218251,5,0.04,0.95,0.05,,,,,5548,448,449,0.00299333333333333,3.04986433243392e-05,1.79200888888889e-05,0,0,0,2,0
2,0.1,4.8119680495105e-08,0.0400001252993775,5,0.04,0.95,0.05,,,,,5545,454,453,0.00302,4.91311716822408e-12,1.82408e-05,0,0,0,2,0
3,0.1,6.03263305165912e-06,0.0400063628668053,5,0.04,0.95,0.05,,,,,5569,426,427,0.00284666666666667,2.62613494994109e-05,1.62070222222222e-05,0,0,0,2,0
4,0.1,0.221519006519214,0.0412059427568128,5,0.04,0.95,0.05,,,,,5571,429,426,0.00284,0.947015615131975,1.61312e-05,0,0,0,2,0
5,0.1,8.36608188502459e-06,0.0400085723326034,5,0.04,0.95,0.05,,,,,5545,450,454,0.00302666666666667,3.54803323276639e-05,1.83214222222222e-05,0,0,0,2,0
6,0.1,8.0197502571727e-06,0.0400082750721724,5,0.04,0.95,0.05,,,,,5530,463,469,0.00312666666666667,3.30210138227409e-05,9.77604444444444e-06,0,0,0,1,0
7,0.1,1.59738896443016e-05,0.0400153549380968,5,0.04,0.95,0.05,,,,,5597,400,403,0.00268666666666667,6.68858608880828e-05,7.21817777777778e-06,0,0,0,1,0
8,0.1,1.0027290817743e-07,0.0400001367054697,5,0.04,0.95,0.05,,,,,5530,470,466,0.00310666666666667,1.19981824722899e-06,9.65137777777778e-06,0,0,0,1,0
9,0.1,1.97995313759089e-06,0.0400023182599185,5,0.04,0.95,0.05,,,,,5553,446,445,0.00296666666666667,8.22230030244681e-06,8.80111111111111e-06,0,0,0,1,0
10,0.1,8.02669349203205e-06,0.0400082443085397,5,0.04,0.95,0.05,,,,,5504,491,494,0.00329333333333333,3.4618782148306e-05,1.08460444444444e-05,0,0,0,1,0
