idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,2.50313085122364,0.0408534928723115,2,0.04,0.95,0.05,,,,,4823,1207,1176,0.00784,0.998637049109524,0.0001229312,0,0,0,2,0
2,0.1,2.1038467581061,0.0403328759659178,2,0.04,0.95,0.05,,,,,4754,1280,1245,0.0083,0.999367310095383,0.00013778,0,0,0,2,0
3,0.1,1.22597620758927,0.0381772095281595,2,0.04,0.95,0.05,,,,,4849,1178,1150,0.00766666666666667,1.00596494939584,0.000117555555555556,0,0,0,2,0
4,0.1,2.3276649711626,0.0406738401195936,2,0.04,0.95,0.05,,,,,4805,1221,1194,0.00796,0.998842702646658,0.0001267232,0,0,0,2,0
5,0.1,1.92864735859767,0.0402807433107203,2,0.04,0.95,0.05,,,,,4824,1209,1175,0.00783333333333333,0.999417909982143,0.000122722222222222,0,0,0,2,0
6,0.1,0.00122626925522246,0.0412471420147329,2,0.04,0.95,0.05,,,,,4762,1267,1237,0.00824666666666667,0.0171101161218965,6.80075111111111e-05,0,0,0,1,0
7,0.1,1.66550556174753,0.0395139853764753,2,0.04,0.95,0.05,,,,,4796,1237,1204,0.00802666666666667,1.00116792977449,6.44273777777778e-05,0,0,0,1,0
8,0.1,1.837623249401,0.0407863867253375,2,0.04,0.95,0.05,,,,,4811,1224,1189,0.00792666666666667,0.998289716759461,6.28320444444444e-05,0,0,0,1,0
9,0.1,1.62131938074503,0.0392801376095032,2,0.04,0.95,0.05,,,,,4843,1189,1156,0.00770666666666667,1.00177756958294,5.93927111111111e-05,0,0,0,1,0
10,0.1,1.91410240545264,0.0401172472387766,2,0.04,0.95,0.05,,,,,4843,1186,1157,0.00771333333333333,0.999755012321615,5.94955111111111e-05,0,0,0,1,0
