idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,2.50313085122364,0.0408534928723115,2,0.04,0.95,0.05,,,,,4807,1189,1192,0.00794666666666667,0.998637049109524,0.000126299022222222,0,0,0,2,0
2,0.1,2.1038467581061,0.0403328759659178,2,0.04,0.95,0.05,,,,,4817,1182,1183,0.00788666666666667,0.999367310095383,0.000124399022222222,0,0,0,2,0
3,0.1,1.22597620758927,0.0381772095281595,2,0.04,0.95,0.05,,,,,4809,1186,1190,0.00793333333333333,1.00596494939584,0.000125875555555556,0,0,0,2,0
4,0.1,2.3276649711626,0.0406738401195936,2,0.04,0.95,0.05,,,,,4821,1179,1178,0.00785333333333333,0.998842702646658,0.000123349688888889,0,0,0,2,0
5,0.1,1.92864735859767,0.0402807433107203,2,0.04,0.95,0.05,,,,,4792,1203,1207,0.00804666666666667,0.999417909982143,0.000129497688888889,0,0,0,2,0
6,0.1,0.00122626925522246,0.0412471420147329,2,0.04,0.95,0.05,,,,,4770,1223,1229,0.00819333333333333,0.0171101161218965,6.71307111111111e-05,0,0,0,1,0
7,0.1,1.66550556174753,0.0395139853764753,2,0.04,0.95,0.05,,,,,4836,1161,1164,0.00776,1.00116792977449,6.02176e-05,0,0,0,1,0
8,0.1,1.837623249401,0.0407863867253375,2,0.04,0.95,0.05,,,,,4794,1206,1205,0.00803333333333333,0.998289716759461,6.45344444444444e-05,0,0,0,1,0
9,0.1,1.62131938074503,0.0392801376095032,2,0.04,0.95,0.05,,,,,4783,1216,1217,0.00811333333333333,1.00177756958294,6.58261777777778e-05,0,0,0,1,0
10,0.1,1.91410240545264,0.0401172472387766,2,0.04,0.95,0.05,,,,,4796,1199,1203,0.00802,0.999755012321615,6.43204e-05,0,0,0,1,0
