idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,2.19799664052545,0.0347507185424882,3,0.04,0.95,0.05,,,,,5197,816,803,0.00535333333333333,1.0144324267749,5.73163555555555e-05,0,0,0,2,0
2,0.1,0.00725493096995072,0.0499734993616907,3,0.04,0.95,0.05,,,,,5216,793,782,0.00521333333333333,0.000261697698014275,5.43576888888889e-05,0,0,0,2,0
3,0.1,8.87426679490045e-05,0.0401941464232016,3,0.04,0.95,0.05,,,,,5248,766,752,0.00501333333333333,1.99179078790149e-06,5.02670222222222e-05,0,0,0,2,0
4,0.1,0.000235704892015975,0.0414153404600959,3,0.04,0.95,0.05,,,,,5233,779,766,0.00510666666666667,2.2548368311457e-16,5.21560888888889e-05,0,0,0,2,0
5,0.1,2.23482871287734,0.0344997377475438,3,0.04,0.95,0.05,,,,,5232,772,767,0.00511333333333333,1.01487650629936,5.22923555555556e-05,0,0,0,2,0
6,0.1,7.40261267070767e-07,0.041701249319292,3,0.04,0.95,0.05,,,,,5207,803,792,0.00528,0,2.78784e-05,0,0,0,1,0
7,0.1,1.37300715727956,0.0414459252272555,3,0.04,0.95,0.05,,,,,5193,816,805,0.00536666666666667,0.993701270914487,2.88011111111111e-05,0,0,0,1,0
8,0.1,9.36539976076387e-06,0.0434933733564279,3,0.04,0.95,0.05,,,,,5173,841,826,0.00550666666666667,0,3.03233777777778e-05,0,0,0,1,0
9,0.1,2.3772940582407,0.0332979888512179,3,0.04,0.95,0.05,,,,,5214,797,785,0.00523333333333333,1.01705892764279,2.73877777777778e-05,0,0,0,1,0
10,0.1,3.82636462681705e-05,0.040491081472408,3,0.04,0.95,0.05,,,,,5192,820,806,0.00537333333333333,3.60736650300683e-34,2.88727111111111e-05,0,0,0,1,0
